,directorate,department,expenditure_type,ref_doc_1,vendor_name,expenditure_amount,payment_date,year,month
709,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040020,JEWISH CARE,-491.41,2014-03-10,2014,March
710,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039967,JIGSAW CREATIVE CARE LIMITED,2998.68,2014-03-10,2014,March
711,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039968,JIGSAW CREATIVE CARE LIMITED,1412.0,2014-03-10,2014,March
712,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039969,JIGSAW CREATIVE CARE LIMITED,2783.0,2014-03-10,2014,March
713,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040030,KIRKLEY MANOR,2001.92,2014-03-10,2014,March
714,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040031,KIRKLEY MANOR,-495.8,2014-03-10,2014,March
715,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040041,LANCASTER COURT,2531.01,2014-03-10,2014,March
716,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040032,LEEMING BAR CARE HOME,1876.76,2014-03-10,2014,March
717,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040033,LIFESTYLE CARE PLC,2244.13,2014-03-10,2014,March
718,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040034,LIFESTYLE CARE PLC,2244.13,2014-03-10,2014,March
719,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039991,MARYVILLE CARE HOME,2244.13,2014-03-10,2014,March
720,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039992,MARYVILLE CARE HOME,-531.21,2014-03-10,2014,March
721,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039942,NEWCENTURY CARE LTD,2498.57,2014-03-10,2014,March
722,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040042,NIGHTINGALE HOUSE,2244.13,2014-03-10,2014,March
723,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040043,NIGHTINGALE HOUSE,-542.27,2014-03-10,2014,March
724,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040044,NIGHTINGALE HOUSE,2244.13,2014-03-10,2014,March
725,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040045,NIGHTINGALE HOUSE,2442.86,2014-03-10,2014,March
726,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039981,NORTH LONDON CARE SERVICES LTD,6058.88,2014-03-10,2014,March
727,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039982,NORTH LONDON CARE SERVICES LTD,-388.71,2014-03-10,2014,March
728,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039985,PARKCARE HOMES (NO2) LIMITED,4988.74,2014-03-10,2014,March
729,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039986,PARKCARE HOMES (NO2) LIMITED,-342.21,2014-03-10,2014,March
730,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039987,PARKCARE HOMES (NO2) LIMITED,4658.14,2014-03-10,2014,March
731,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039988,PARKCARE HOMES (NO2) LIMITED,-342.21,2014-03-10,2014,March
732,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040025,QUALITY HOUSING & SOCIAL CARE LTD,2785.71,2014-03-10,2014,March
733,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039963,ROBERT OWEN COMMUNITIES (ROC),5722.37,2014-03-10,2014,March
734,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039964,ROBERT OWEN COMMUNITIES (ROC),-342.21,2014-03-10,2014,March
735,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040029,ROWAN HOUSE,4279.63,2014-03-10,2014,March
736,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039976,SEVA CARE HOME,2144.91,2014-03-10,2014,March
737,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039977,SEVA CARE HOME,2144.91,2014-03-10,2014,March
738,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039974,ST RAPHAELS HOME,2382.85,2014-03-10,2014,March
739,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039975,ST RAPHAELS HOME,-531.21,2014-03-10,2014,March
740,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039944,ST. AUDREYS RETIREMENT HOME,2340.04,2014-03-10,2014,March
741,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040040,SYDMAR LODGE,2785.71,2014-03-10,2014,March
742,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040016,THE EXTRA MILE CARE CO LTD,766.76,2014-03-10,2014,March
743,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040017,THE EXTRA MILE CARE CO LTD,1976.68,2014-03-10,2014,March
744,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039943,TUDOR LODGE RESIDENTIAL HOME,2448.0,2014-03-10,2014,March
745,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040051,WESTGATE HOUSE CARE CENTRE,3605.57,2014-03-10,2014,March
746,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039956,WESTMINSTER HEALTH CARE LTD,4350.9,2014-03-10,2014,March
747,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039957,WESTMINSTER HEALTH CARE LTD,2244.13,2014-03-10,2014,March
748,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039958,WESTMINSTER HEALTH CARE LTD,4707.17,2014-03-10,2014,March
749,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039959,WESTMINSTER HEALTH CARE LTD,4707.17,2014-03-10,2014,March
750,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30039960,WESTMINSTER HEALTH CARE LTD,4923.56,2014-03-10,2014,March
751,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040052,WOODFIELD HOUSE,3000.0,2014-03-10,2014,March
752,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040122,ARCHER ACADEMY,4683.5,2014-03-10,2014,March
753,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040080,ASHMOLE ACADEMY,1992.5,2014-03-10,2014,March
754,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040081,ASHMOLE ACADEMY,30505.5,2014-03-10,2014,March
755,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040114,BROADFIELDS ACADEMY,97160.54,2014-03-10,2014,March
756,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040115,BROADFIELDS ACADEMY,28929.04,2014-03-10,2014,March
757,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040116,BROADFIELDS ACADEMY,834.88,2014-03-10,2014,March
758,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040117,BROADFIELDS ACADEMY,12000.0,2014-03-10,2014,March
759,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040118,BROADFIELDS ACADEMY,8571.43,2014-03-10,2014,March
760,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040099,CHRIST'S COLLEGE FINCHLEY ACADEMY,26910.0,2014-03-10,2014,March
761,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040100,CHRIST'S COLLEGE FINCHLEY ACADEMY,1569.75,2014-03-10,2014,March
762,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040106,COPTHALL SCHOOL (ACADEMY),3389.5,2014-03-10,2014,March
763,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040107,COPTHALL SCHOOL (ACADEMY),29108.5,2014-03-10,2014,March
764,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040108,COPTHALL SCHOOL (ACADEMY),1129.83,2014-03-10,2014,March
765,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040111,DEANSBROOK JUNIOR ACADEMY - BALP,30402.5,2014-03-10,2014,March
766,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040082,EAST BARNET SCHOOL,2588.0,2014-03-10,2014,March
767,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040083,EAST BARNET SCHOOL,86416.17,2014-03-10,2014,March
768,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040084,EAST BARNET SCHOOL,963.79,2014-03-10,2014,March
769,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040109,GRASVENOR AVENUE INFANT SCHOOL (ACA,11559.88,2014-03-10,2014,March
770,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040110,GRASVENOR AVENUE INFANT SCHOOL (ACA,8571.43,2014-03-10,2014,March
771,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040104,HASMONEAN HIGH SCHOOL,6080.5,2014-03-10,2014,March
772,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040105,HASMONEAN HIGH SCHOOL,21528.0,2014-03-10,2014,March
773,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040101,HENDON SCHOOL (ACADEMY),100103.51,2014-03-10,2014,March
774,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040102,HENDON SCHOOL (ACADEMY),10764.0,2014-03-10,2014,March
775,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040103,HENDON SCHOOL (ACADEMY),71672.0,2014-03-10,2014,March
776,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040085,INDEPENDENT JEWISH DAY SCHOOL,2095.5,2014-03-10,2014,March
777,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040086,INDEPENDENT JEWISH DAY SCHOOL,6779.0,2014-03-10,2014,March
778,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040121,LDBS ACADEMIES TRUST,40666.67,2014-03-10,2014,March
779,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040376,LONDON ACADEMY,60987.5,2014-03-10,2014,March
780,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040377,LONDON ACADEMY,3587.5,2014-03-10,2014,March
781,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040378,LONDON ACADEMY,5382.0,2014-03-10,2014,March
782,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040379,LONDON ACADEMY,58129.29,2014-03-10,2014,March
783,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040090,MILL HILL COUNTY HIGH SCHOOL,25316.0,2014-03-10,2014,March
784,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040091,MILL HILL COUNTY HIGH SCHOOL,76011.08,2014-03-10,2014,March
785,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040092,MILL HILL COUNTY HIGH SCHOOL,10065.5,2014-03-10,2014,March
786,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040093,MILL HILL COUNTY HIGH SCHOOL,85369.5,2014-03-10,2014,March
787,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040094,MILL HILL COUNTY HIGH SCHOOL,-19431.5,2014-03-10,2014,March
788,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040634,NORTH HERTFORDSHIRE COLLEGE,5469.9,2014-03-10,2014,March
789,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040119,PARKFIELD ACADEMY,8868.88,2014-03-10,2014,March
790,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040120,PARKFIELD ACADEMY,6785.71,2014-03-10,2014,March
791,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040095,QUEEN ELIZABETH'S GIRLS ACADEMY,12859.5,2014-03-10,2014,March
792,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040096,QUEEN ELIZABETH'S GIRLS ACADEMY,23520.5,2014-03-10,2014,March
793,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040077,THE COMPTON SCHOOL,121713.0,2014-03-10,2014,March
794,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040078,THE COMPTON SCHOOL,15240.0,2014-03-10,2014,March
795,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040079,THE COMPTON SCHOOL,10885.71,2014-03-10,2014,March
796,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040112,THE HYDE EF ACADEMY,2095.5,2014-03-10,2014,March
797,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040113,THE HYDE EF ACADEMY,18703.42,2014-03-10,2014,March
798,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040097,TOTTERIDGE ACADEMY,8073.0,2014-03-10,2014,March
799,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040098,TOTTERIDGE ACADEMY,20131.0,2014-03-10,2014,March
800,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040087,WHITEFIELD SCHOOL ACADEMY TRUST CO.,9388.61,2014-03-10,2014,March
801,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040088,WHITEFIELD SCHOOL ACADEMY TRUST CO.,4694.31,2014-03-10,2014,March
802,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040089,WHITEFIELD SCHOOL ACADEMY TRUST CO.,22329.5,2014-03-10,2014,March
803,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040075,WREN ACADEMY,595.5,2014-03-10,2014,March
804,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040076,WREN ACADEMY,49239.5,2014-03-10,2014,March
805,Delivery Unit,Childrens Services,Grant Payments,20012056,BELFIELD MONTESSORI,1000.0,2014-03-10,2014,March
806,Delivery Unit,Childrens Services,Grant Payments,20012053,BO-PEEP NURSERY,2430.47,2014-03-10,2014,March
807,Delivery Unit,Childrens Services,Grant Payments,20012050,PLAY & LEARN,1000.0,2014-03-10,2014,March
808,Delivery Unit,Education,Consumable Catering Supplies,10010192,KEY INDUSTRIAL EQUIPMENT LTD,285.01,2014-03-10,2014,March
809,Delivery Unit,Education,Food Costs,10010189,PREMIER FRUITS(CATERING) LTD,1401.4,2014-03-10,2014,March
810,Delivery Unit,Family Services,Books-CDs-Audio-Video,30039863,ASKEWS & HOLTS LIBRARY SERVICES LTD,602.14,2014-03-10,2014,March
811,Delivery Unit,Family Services,Books-CDs-Audio-Video,30039929,ASKEWS & HOLTS LIBRARY SERVICES LTD,325.04,2014-03-10,2014,March
812,Delivery Unit,Family Services,Books-CDs-Audio-Video,30039934,ASKEWS & HOLTS LIBRARY SERVICES LTD,595.1,2014-03-10,2014,March
813,Delivery Unit,Family Services,Other Agencies - Third Party Payments,10009187,24 SEVEN FOSTERING SERVICES,3317.0,2014-03-10,2014,March
814,Delivery Unit,Family Services,Other Agencies - Third Party Payments,10010208,ATLANTIC LODGE LTD,3587.01,2014-03-10,2014,March
815,Delivery Unit,Family Services,Other Agencies - Third Party Payments,10010150,FOSTER CARE UK LTD,2408.71,2014-03-10,2014,March
816,Delivery Unit,Family Services,Other Agencies - Third Party Payments,10010151,FOSTER CARE UK LTD,5743.99,2014-03-10,2014,March
817,Delivery Unit,Family Services,Other Agencies - Third Party Payments,10010201,HOUSING PLUS LTD,1348.5,2014-03-10,2014,March
818,Delivery Unit,Family Services,Other Agencies - Third Party Payments,10010202,HOUSING PLUS LTD,1348.5,2014-03-10,2014,March
819,Delivery Unit,Family Services,Other Agencies - Third Party Payments,10010203,HOUSING PLUS LTD,1348.5,2014-03-10,2014,March
820,Delivery Unit,Family Services,Other Agencies - Third Party Payments,10010204,HOUSING PLUS LTD,1335.97,2014-03-10,2014,March
821,Delivery Unit,Family Services,Other Agencies - Third Party Payments,10010205,HOUSING PLUS LTD,1335.97,2014-03-10,2014,March
822,Delivery Unit,Family Services,Other Agencies - Third Party Payments,10010206,HOUSING PLUS LTD,1335.97,2014-03-10,2014,March
823,Delivery Unit,Family Services,Other Agencies - Third Party Payments,10010207,HOUSING PLUS LTD,1335.97,2014-03-10,2014,March
824,Delivery Unit,Family Services,Other Transfer Payments to Soc,10008468,ARGOS BUSINESS SOLUTIONS LTD,819.07,2014-03-10,2014,March
825,Delivery Unit,Family Services,Rubbish Collection,10003289,PREMIER SHREDDING,274.0,2014-03-10,2014,March
826,Delivery Unit,Re,Grant Payments,20012091,DLS CONTRACTORS LTD,12000.0,2014-03-10,2014,March
827,Delivery Unit,Street Scene,Grounds maintenance,10008522,BUSH WHEELER SERVICES LIMITED,1720.0,2014-03-10,2014,March
828,Delivery Unit,Street Scene,Operating Leases - Transport,10010121,DAWSON RENTALS BUS & COACH LTD,1281.85,2014-03-10,2014,March
829,Delivery Unit,Street Scene,Operating Leases - Transport,10010123,DAWSON RENTALS BUS & COACH LTD,1281.85,2014-03-10,2014,March
830,Support Service,CSG Managed Budget,Insurance-Premises,10010152,COMER PROPERTY MANAGEMENT,8055.27,2014-03-10,2014,March
831,,,Various,30039994,BAYTREE COMMUNITY CARE (LONDON) LTD,12672.01,2014-03-10,2014,March
832,,,Various,30039978,BROOKVALE,7023.12,2014-03-10,2014,March
833,,,Various,30039979,BROOKVALE,-619.92,2014-03-10,2014,March
834,,,Various,10010191,BUNZL CATERING SUPPLIES,587.34,2014-03-10,2014,March
835,,,Various,10010214,EASTERN SHIRES PURCHASING ORG.,262.7,2014-03-10,2014,March
836,,,Various,30040018,JEWISH CARE,47228.1,2014-03-10,2014,March
837,,,Various,30040019,JEWISH CARE,4395.24,2014-03-10,2014,March
838,,,Various,30039970,JIGSAW CREATIVE CARE LIMITED,2534.61,2014-03-10,2014,March
839,,,Various,30040035,LIFESTYLE CARE PLC,4731.6,2014-03-10,2014,March
840,,,Various,30040046,NORWOOD RAVENSWOOD SCHOOLS LTD,10020.56,2014-03-10,2014,March
841,,,Various,30040047,NORWOOD RAVENSWOOD SCHOOLS LTD,-2584.24,2014-03-10,2014,March
842,,,Various,10010193,ROYAL MAIL,1658.4,2014-03-10,2014,March
843,,,Various,30040036,ST VINCENTS NURSING HOME,4289.82,2014-03-10,2014,March
844,,,Various,30040037,ST VINCENTS NURSING HOME,-1062.42,2014-03-10,2014,March
845,,,Various,10010190,THOMAS RIDLEY & SON LTD,2077.31,2014-03-10,2014,March
846,Assurance,Internal Audit & CAFT,Other Services,10010248,REDACTED - PERSONAL DATA,1350.0,2014-06-10,2014,June
847,Central Expenses,Central Expenses,Insurance Claims,20012090,BAKERS SOLICITORS,830.0,2014-06-10,2014,June
848,Central Expenses,Central Expenses,Insurance Claims,20012094,RUSSELL WORTH SOLICITORS,4600.0,2014-06-10,2014,June
849,Commissioning Group,Deputy Chief Operating Officer,Other Agencies - Third Party Payments,10010167,FAMILY FUND TRADING LTD,4770.83,2014-06-10,2014,June
850,Corporate Accounting,Control Accounts,Other Agencies - Third Party Payments,10010210,CITIBANK NA LONDON,459.1,2014-06-10,2014,June
851,Corporate Accounting,Control Accounts,Other Agencies - Third Party Payments,10010217,CITIBANK NA LONDON,320.0,2014-06-10,2014,June
852,Corporate Accounting,Control Accounts,Other Agencies - Third Party Payments,10010218,CITIBANK NA LONDON,623.35,2014-06-10,2014,June
853,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040430,ANCHOR TRUST,558.16,2014-06-10,2014,June
854,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040454,APEX CARE HOME LTD,3999.42,2014-06-10,2014,June
855,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040455,APEX CARE HOME LTD,-342.21,2014-06-10,2014,June
856,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040432,CARLTON COURT (TLC GROUP),2318.93,2014-06-10,2014,June
857,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040433,CARLTON COURT (TLC GROUP),1944.91,2014-06-10,2014,June
858,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040434,CARLTON COURT (TLC GROUP),2244.13,2014-06-10,2014,June
859,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040409,CATHERINE LODGE,2184.04,2014-06-10,2014,June
860,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040443,COURTLANDS,1072.5,2014-06-10,2014,June
861,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040446,DIMENSIONS UK,-2680.0,2014-06-10,2014,June
862,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040439,FREMANTLE TRUST,1057.14,2014-06-10,2014,June
863,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040440,FREMANTLE TRUST,2236.44,2014-06-10,2014,June
864,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040441,FREMANTLE TRUST,-878.6,2014-06-10,2014,June
865,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040414,FRIARY LODGE,2340.04,2014-06-10,2014,June
866,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040417,FRIARY LODGE,2144.91,2014-06-10,2014,June
867,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040418,FRIARY LODGE,2340.04,2014-06-10,2014,June
868,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040406,GLEBELANDS,12000.0,2014-06-10,2014,June
869,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040437,GLENHOLME PSYCHIATRIC AFTER CARE HO,4097.05,2014-06-10,2014,June
870,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040438,GLENHOLME PSYCHIATRIC AFTER CARE HO,3986.16,2014-06-10,2014,June
871,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040459,GLENHOLME PSYCHIATRIC AFTER CARE HO,4207.14,2014-06-10,2014,June
872,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040423,HENRY NIHILL HOUSE,2321.92,2014-06-10,2014,June
873,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040405,NEWCENTURY CARE LTD,2288.0,2014-06-10,2014,June
874,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040415,OPTIMAL LIVING (LUTON) LTD,4622.61,2014-06-10,2014,June
875,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040416,OPTIMAL LIVING (LUTON) LTD,-531.21,2014-06-10,2014,June
876,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040457,PAULMAY RESIDENTIAL HOME,2184.04,2014-06-10,2014,June
877,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040447,SENSE CAS FINANCE TEAM,6511.68,2014-06-10,2014,June
878,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040448,SENSE CAS FINANCE TEAM,-319.4,2014-06-10,2014,June
879,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040449,SENSE CAS FINANCE TEAM,6773.28,2014-06-10,2014,June
880,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040450,SENSE CAS FINANCE TEAM,-319.4,2014-06-10,2014,June
881,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040451,SENSE CAS FINANCE TEAM,4754.52,2014-06-10,2014,June
882,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040452,SENSE CAS FINANCE TEAM,-319.4,2014-06-10,2014,June
883,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040425,THE EXTRA MILE CARE CO LTD,1058.28,2014-06-10,2014,June
884,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040429,THE EXTRA MILE CARE CO LTD,1754.36,2014-06-10,2014,June
885,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,30040458,WENSLEY HOUSE RESIDENTIAL HOME,2571.43,2014-06-10,2014,June
886,Delivery Unit,Adults and Communities,Other Agencies - Third Party Payments,20012072,WOODFIELD HOUSE,3600.0,2014-06-10,2014,June
887,Delivery Unit,Children's Service DSG,Non Education Staff GPay,10009601,NEWSQUEST (LONDON) LIMITED,447.38,2014-06-10,2014,June
888,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040627,AREA 51 EDUCATION LTD,3707.78,2014-06-10,2014,June
889,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040628,BSIX 6TH FORM COLLEGE,1616.67,2014-06-10,2014,June
890,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040629,DERWEN COLLEGE,2890.13,2014-06-10,2014,June
891,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040630,DONCASTER COLLEGE,3183.33,2014-06-10,2014,June
892,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040631,ELFRIDA RATHBONE,2123.23,2014-06-10,2014,June
893,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040633,FOXES ACADEMY,6348.67,2014-06-10,2014,June
894,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040632,PRIORY EDUCATION SERVICES LTD,2610.5,2014-06-10,2014,June
895,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040635,ST JOHN'S COLLEGE,10260.53,2014-06-10,2014,June
896,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040636,WORK SKILLS LEARNING LTD,4666.67,2014-06-10,2014,June
897,Delivery Unit,Children's Service DSG,Other Establishments - Third Party Payments,30040637,YOUNG EPILEPSY,3157.68,2014-06-10,2014,June
898,Delivery Unit,Commercial,Grant Payments,20012105,DP BUILDERS DISABLED ADAPTATIONS,3756.0,2014-06-10,2014,June
899,Delivery Unit,Commercial,Grant Payments,20012107,REDACTED - PERSONAL DATA,3171.0,2014-06-10,2014,June
900,Delivery Unit,Commercial,Other Services,10010186,BARNET LIGHTING SERVICES LTD,510195.76,2014-06-10,2014,June
901,Delivery Unit,Commercial,Other Services,10010086,CONWAY AECOM LTD,1601.39,2014-06-10,2014,June
902,Delivery Unit,Family Services,Books-CDs-Audio-Video,30040469,ASKEWS & HOLTS LIBRARY SERVICES LTD,659.65,2014-06-10,2014,June
903,Delivery Unit,Family Services,Books-CDs-Audio-Video,30040475,ASKEWS & HOLTS LIBRARY SERVICES LTD,409.2,2014-06-10,2014,June
904,Delivery Unit,Family Services,Books-CDs-Audio-Video,30040495,ASKEWS & HOLTS LIBRARY SERVICES LTD,546.77,2014-06-10,2014,June
905,Delivery Unit,Family Services,Books-CDs-Audio-Video,30040500,ASKEWS & HOLTS LIBRARY SERVICES LTD,591.84,2014-06-10,2014,June
906,Delivery Unit,Family Services,Books-CDs-Audio-Video,30035052,STAR BOOKS,266.57,2014-06-10,2014,June
907,Delivery Unit,Family Services,Electricity,10009899,KENT COUNTY COUNCIL (KCS),715.15,2014-06-10,2014,June
908,Delivery Unit,Family Services,Electricity,10009900,KENT COUNTY COUNCIL (KCS),2379.47,2014-06-10,2014,June
909,Delivery Unit,Family Services,Electricity,10009902,KENT COUNTY COUNCIL (KCS),1167.95,2014-06-10,2014,June
910,Delivery Unit,Family Services,Electricity,10009903,KENT COUNTY COUNCIL (KCS),1225.86,2014-06-10,2014,June
911,Delivery Unit,Family Services,Other Agencies - Third Party Payments,10010199,THEMI CARE LTD,1532.33,2014-06-10,2014,June
912,Delivery Unit,Family Services,Other Agencies - Third Party Payments,10010200,THEMI CARE LTD,1532.33,2014-06-10,2014,June
913,Delivery Unit,Family Services,Professional Services,20012140,CARTER BROWN ASSOCIATES LTD:,473.3,2014-06-10,2014,June
